di VIIP1S0 dar
divinizárteles V0N0000 divinizar
divinizárselo V0N0000 divinizar
divinizársela V0N0000 divinizar
divinizárselos V0N0000 divinizar
divinizárselas V0N0000 divinizar
divinizársele V0N0000 divinizar
divinizárseles V0N0000 divinizar
divinizárnoslo V0N0000 divinizar
divinizárnosla V0N0000 divinizar
divinizárnoslos V0N0000 divinizar
divinizárnoslas V0N0000 divinizar
divinizárnosle V0N0000 divinizar
divinizárnosles V0N0000 divinizar
divinizársenos V0N0000 divinizar
divinizando V0G0000 divinizar
divinizándome V0G0000 divinizar
divinizándote V0G0000 divinizar
divinizándose V0G0000 divinizar
divinizándolo V0G0000 divinizar
divinizándola V0G0000 divinizar
divinizándolos V0G0000 divinizar
divinizándolas V0G0000 divinizar
divinizándole V0G0000 divinizar
divinizándoles V0G0000 divinizar
divinizándonos V0G0000 divinizar
divinizándomelo V0G0000 divinizar
divinizándomela V0G0000 divinizar
divinizándomelos V0G0000 divinizar
divinizándomelas V0G0000 divinizar
divinizándomele V0G0000 divinizar
divinizándomeles V0G0000 divinizar
divinizándotelo V0G0000 divinizar
divinizándotela V0G0000 divinizar
divinizándotelos V0G0000 divinizar
divinizándotelas V0G0000 divinizar
divinizándotele V0G0000 divinizar
divinizándoteles V0G0000 divinizar
divinizándoselo V0G0000 divinizar
divinizándosela V0G0000 divinizar
divinizándoselos V0G0000 divinizar
divinizándoselas V0G0000 divinizar
divinizándosele V0G0000 divinizar
divinizándoseles V0G0000 divinizar
divinizándonoslo V0G0000 divinizar
divinizándonosla V0G0000 divinizar
divinizándonoslos V0G0000 divinizar
divinizándonoslas V0G0000 divinizar
divinizándonosle V0G0000 divinizar
divinizándonosles V0G0000 divinizar
divinizándosenos V0G0000 divinizar
divinizado V0P00SM divinizar
divinizada V0P00SF divinizar
divinizados V0P00PM divinizar
divinizadas V0P00PF divinizar
diviso V0IP1S0 divisar
divisas V0IP2S0 divisar
divisa V0IP3S0 divisar
divisamos V0IP1P0 divisar
divisáis V0IP2P0 divisar
divisan V0IP3P0 divisar
divisaba V0II1S0 divisar
divisabas V0II2S0 divisar
divisaba V0II3S0 divisar
divisábamos V0II1P0 divisar
divisabais V0II2P0 divisar
divisaban V0II3P0 divisar
divisé V0IS1S0 divisar
divisaste V0IS2S0 divisar
divisó V0IS3S0 divisar
divisamos V0IS1P0 divisar
divisasteis V0IS2P0 divisar
divisaron V0IS3P0 divisar
divisaré V0IF1S0 divisar
divisarás V0IF2S0 divisar
divisará V0IF3S0 divisar
divisaremos V0IF1P0 divisar
divisaréis V0IF2P0 divisar
divisarán V0IF3P0 divisar
divisaría V0C01S0 divisar
divisarías V0C02S0 divisar
divisaría V0C03S0 divisar
divisaríamos V0C01P0 divisar
divisaríais V0C02P0 divisar
divisarían V0C03P0 divisar
divise V0SP1S0 divisar
divises V0SP2S0 divisar
divise V0SP3S0 divisar
divisemos V0SP1P0 divisar
diviséis V0SP2P0 divisar
divisen V0SP3P0 divisar
divisara V0SI1S0 divisar
divisase V0SI1S0 divisar
divisaras V0SI2S0 divisar
divisases V0SI2S0 divisar
divisara V0SI3S0 divisar
divisase V0SI3S0 divisar
divisáramos V0SI1P0 divisar
divisásemos V0SI1P0 divisar
divisarais V0SI2P0 divisar
divisaseis V0SI2P0 divisar
divisaran V0SI3P0 divisar
divisasen V0SI3P0 divisar
divisare V0SF1S0 divisar
divisares V0SF2S0 divisar
divisare V0SF3S0 divisar
divisáremos V0SF1P0 divisar
divisareis V0SF2P0 divisar
divisaren V0SF3P0 divisar
divisa V0R02S0 divisar
divísame V0R02S0 divisar
divísate V0R02S0 divisar
divísalo V0R02S0 divisar
divísala V0R02S0 divisar
divísalos V0R02S0 divisar
divísalas V0R02S0 divisar
divísale V0R02S0 divisar
divísales V0R02S0 divisar
divísanos V0R02S0 divisar
divísamelo V0R02S0 divisar
divísamela V0R02S0 divisar
divísamelos V0R02S0 divisar
divísamelas V0R02S0 divisar
divísamele V0R02S0 divisar
divísameles V0R02S0 divisar
divísatelo V0R02S0 divisar
divísatela V0R02S0 divisar
divísatelos V0R02S0 divisar
divísatelas V0R02S0 divisar
divísatele V0R02S0 divisar
divísateles V0R02S0 divisar
divísanoslo V0R02S0 divisar
divísanosla V0R02S0 divisar
divísanoslos V0R02S0 divisar
divísanoslas V0R02S0 divisar
divísanosle V0R02S0 divisar
divísanosles V0R02S0 divisar
divise V0R03S0 divisar
divíseme V0R03S0 divisar
divísese V0R03S0 divisar
divíselo V0R03S0 divisar
divísela V0R03S0 divisar
divíselos V0R03S0 divisar
divíselas V0R03S0 divisar
divísele V0R03S0 divisar
divíseles V0R03S0 divisar
divísenos V0R03S0 divisar
divísemelo V0R03S0 divisar
divísemela V0R03S0 divisar
divísemelos V0R03S0 divisar
divísemelas V0R03S0 divisar
divísemele V0R03S0 divisar
divísemeles V0R03S0 divisar
divíseselo V0R03S0 divisar
divísesela V0R03S0 divisar
divíseselos V0R03S0 divisar
divíseselas V0R03S0 divisar
divísesele V0R03S0 divisar
divíseseles V0R03S0 divisar
divísenoslo V0R03S0 divisar
divísenosla V0R03S0 divisar
divísenoslos V0R03S0 divisar
divísenoslas V0R03S0 divisar
divísenosle V0R03S0 divisar
divísenosles V0R03S0 divisar
divísesenos V0R03S0 divisar
divisemos V0R01P0 divisar
divisémoslo V0R01P0 divisar
divisémosla V0R01P0 divisar
divisémoslos V0R01P0 divisar
divisémoslas V0R01P0 divisar
divisémosle V0R01P0 divisar
divisémosles V0R01P0 divisar
divisémonos V0R01P0 divisar
divisémosmelo V0R01P0 divisar
divisémosmela V0R01P0 divisar
divisémosmelos V0R01P0 divisar
divisémosmelas V0R01P0 divisar
divisémosmele V0R01P0 divisar
divisémosmeles V0R01P0 divisar
divisémostelo V0R01P0 divisar
divisémostela V0R01P0 divisar
divisémostelos V0R01P0 divisar
divisémostelas V0R01P0 divisar
divisémostele V0R01P0 divisar
divisémosteles V0R01P0 divisar
divisémosselo V0R01P0 divisar
divisémossela V0R01P0 divisar
divisémosselos V0R01P0 divisar
divisémosselas V0R01P0 divisar
divisémossele V0R01P0 divisar
divisémosseles V0R01P0 divisar
divisémonoslo V0R01P0 divisar
divisémonosla V0R01P0 divisar
divisémonoslos V0R01P0 divisar
divisémonoslas V0R01P0 divisar
divisémonosle V0R01P0 divisar
divisémonosles V0R01P0 divisar
divisémossenos V0R01P0 divisar
divisad V0R02P0 divisar
divisadme V0R02P0 divisar
divisadse V0R02P0 divisar
divisadlo V0R02P0 divisar
divisadla V0R02P0 divisar
divisadlos V0R02P0 divisar
divisadlas V0R02P0 divisar
divisadle V0R02P0 divisar
divisadles V0R02P0 divisar
divisadnos V0R02P0 divisar
divisádmelo V0R02P0 divisar
divisádmela V0R02P0 divisar
divisádmelos V0R02P0 divisar
divisádmelas V0R02P0 divisar
divisádmele V0R02P0 divisar
divisádmeles V0R02P0 divisar
divisádselo V0R02P0 divisar
divisádsela V0R02P0 divisar
divisádselos V0R02P0 divisar
divisádselas V0R02P0 divisar
divisádsele V0R02P0 divisar
divisádseles V0R02P0 divisar
divisádnoslo V0R02P0 divisar
divisádnosla V0R02P0 divisar
divisádnoslos V0R02P0 divisar
divisádnoslas V0R02P0 divisar
divisádnosle V0R02P0 divisar
divisádnosles V0R02P0 divisar
divisádsenos V0R02P0 divisar
divisen V0R03P0 divisar
divísenme V0R03P0 divisar
divísense V0R03P0 divisar
divísenlo V0R03P0 divisar
divísenla V0R03P0 divisar
divísenlos V0R03P0 divisar
divísenlas V0R03P0 divisar
divísenle V0R03P0 divisar
divísenles V0R03P0 divisar
divísennos V0R03P0 divisar
divísenmelo V0R03P0 divisar
divísenmela V0R03P0 divisar
divísenmelos V0R03P0 divisar
divísenmelas V0R03P0 divisar
divísenmele V0R03P0 divisar
divísenmeles V0R03P0 divisar
divísenselo V0R03P0 divisar
divísensela V0R03P0 divisar
divísenselos V0R03P0 divisar
divísenselas V0R03P0 divisar
divísensele V0R03P0 divisar
divísenseles V0R03P0 divisar
divísennoslo V0R03P0 divisar
divísennosla V0R03P0 divisar
divísennoslos V0R03P0 divisar
divísennoslas V0R03P0 divisar
divísennosle V0R03P0 divisar
divísennosles V0R03P0 divisar
divísensenos V0R03P0 divisar
divisar V0N0000 divisar
divisarme V0N0000 divisar
divisarte V0N0000 divisar
divisarse V0N0000 divisar
divisarlo V0N0000 divisar
divisarla V0N0000 divisar
divisarlos V0N0000 divisar
divisarlas V0N0000 divisar
divisarle V0N0000 divisar
divisarles V0N0000 divisar
divisarnos V0N0000 divisar
divisármelo V0N0000 divisar
divisármela V0N0000 divisar
divisármelos V0N0000 divisar
divisármelas V0N0000 divisar
divisármele V0N0000 divisar
divisármeles V0N0000 divisar
divisártelo V0N0000 divisar
divisártela V0N0000 divisar
divisártelos V0N0000 divisar
divisártelas V0N0000 divisar
divisártele V0N0000 divisar
divisárteles V0N0000 divisar
divisárselo V0N0000 divisar
divisársela V0N0000 divisar
divisárselos V0N0000 divisar
divisárselas V0N0000 divisar
divisársele V0N0000 divisar
divisárseles V0N0000 divisar
divisárnoslo V0N0000 divisar
divisárnosla V0N0000 divisar
divisárnoslos V0N0000 divisar
divisárnoslas V0N0000 divisar
divisárnosle V0N0000 divisar
divisárnosles V0N0000 divisar
divisársenos V0N0000 divisar
divisando V0G0000 divisar
divisándome V0G0000 divisar
divisándote V0G0000 divisar
divisándose V0G0000 divisar
divisándolo V0G0000 divisar
divisándola V0G0000 divisar
divisándolos V0G0000 divisar
divisándolas V0G0000 divisar
divisándole V0G0000 divisar
divisándoles V0G0000 divisar
divisándonos V0G0000 divisar
divisándomelo V0G0000 divisar
divisándomela V0G0000 divisar
divisándomelos V0G0000 divisar
divisándomelas V0G0000 divisar
divisándomele V0G0000 divisar
divisándomeles V0G0000 divisar
divisándotelo V0G0000 divisar
divisándotela V0G0000 divisar
divisándotelos V0G0000 divisar
divisándotelas V0G0000 divisar
divisándotele V0G0000 divisar
divisándoteles V0G0000 divisar
divisándoselo V0G0000 divisar
divisándosela V0G0000 divisar
divisándoselos V0G0000 divisar
divisándoselas V0G0000 divisar
divisándosele V0G0000 divisar
divisándoseles V0G0000 divisar
divisándonoslo V0G0000 divisar
divisándonosla V0G0000 divisar
divisándonoslos V0G0000 divisar
divisándonoslas V0G0000 divisar
divisándonosle V0G0000 divisar
divisándonosles V0G0000 divisar
divisándosenos V0G0000 divisar
divisado V0P00SM divisar
divisada V0P00SF divisar
divisados V0P00PM divisar
divisadas V0P00PF divisar
divorcio V0IP1S0 divorciar
divorcias V0IP2S0 divorciar
divorcia V0IP3S0 divorciar
divorciamos V0IP1P0 divorciar
divorciáis V0IP2P0 divorciar
divorcian V0IP3P0 divorciar
divorciaba V0II1S0 divorciar
divorciabas V0II2S0 divorciar
divorciaba V0II3S0 divorciar
divorciábamos V0II1P0 divorciar
divorciabais V0II2P0 divorciar
divorciaban V0II3P0 divorciar
divorcié V0IS1S0 divorciar
divorciaste V0IS2S0 divorciar
divorció V0IS3S0 divorciar
divorciamos V0IS1P0 divorciar
divorciasteis V0IS2P0 divorciar
divorciaron V0IS3P0 divorciar
divorciaré V0IF1S0 divorciar
divorciarás V0IF2S0 divorciar
divorciará V0IF3S0 divorciar
divorciaremos V0IF1P0 divorciar
divorciaréis V0IF2P0 divorciar
divorciarán V0IF3P0 divorciar
divorciaría V0C01S0 divorciar
divorciarías V0C02S0 divorciar
divorciaría V0C03S0 divorciar
divorciaríamos V0C01P0 divorciar
divorciaríais V0C02P0 divorciar
divorciarían V0C03P0 divorciar
divorcie V0SP1S0 divorciar
divorcies V0SP2S0 divorciar
divorcie V0SP3S0 divorciar
divorciemos V0SP1P0 divorciar
divorciéis V0SP2P0 divorciar
divorcien V0SP3P0 divorciar
divorciara V0SI1S0 divorciar
divorciase V0SI1S0 divorciar
divorciaras V0SI2S0 divorciar
divorciases V0SI2S0 divorciar
divorciara V0SI3S0 divorciar
divorciase V0SI3S0 divorciar
divorciáramos V0SI1P0 divorciar
divorciásemos V0SI1P0 divorciar
divorciarais V0SI2P0 divorciar
divorciaseis V0SI2P0 divorciar
divorciaran V0SI3P0 divorciar
divorciasen V0SI3P0 divorciar
divorciare V0SF1S0 divorciar
divorciares V0SF2S0 divorciar
divorciare V0SF3S0 divorciar
divorciáremos V0SF1P0 divorciar
divorciareis V0SF2P0 divorciar
divorciaren V0SF3P0 divorciar
divorcia V0R02S0 divorciar
divorcíame V0R02S0 divorciar
divorcíate V0R02S0 divorciar
divorcíalo V0R02S0 divorciar
divorcíala V0R02S0 divorciar
divorcíalos V0R02S0 divorciar
divorcíalas V0R02S0 divorciar
divorcíale V0R02S0 divorciar
divorcíales V0R02S0 divorciar
divorcíanos V0R02S0 divorciar
divorcíamelo V0R02S0 divorciar
divorcíamela V0R02S0 divorciar
divorcíamelos V0R02S0 divorciar
divorcíamelas V0R02S0 divorciar
divorcíamele V0R02S0 divorciar
divorcíameles V0R02S0 divorciar
divorcíatelo V0R02S0 divorciar
divorcíatela V0R02S0 divorciar
divorcíatelos V0R02S0 divorciar
divorcíatelas V0R02S0 divorciar
divorcíatele V0R02S0 divorciar
divorcíateles V0R02S0 divorciar
divorcíanoslo V0R02S0 divorciar
divorcíanosla V0R02S0 divorciar
divorcíanoslos V0R02S0 divorciar
divorcíanoslas V0R02S0 divorciar
divorcíanosle V0R02S0 divorciar
divorcíanosles V0R02S0 divorciar
divorcie V0R03S0 divorciar
divórcieme V0R03S0 divorciar
divórciese V0R03S0 divorciar
divórcielo V0R03S0 divorciar
divórciela V0R03S0 divorciar
divórcielos V0R03S0 divorciar
divórcielas V0R03S0 divorciar
divórciele V0R03S0 divorciar
divórcieles V0R03S0 divorciar
divórcienos V0R03S0 divorciar
divórciemelo V0R03S0 divorciar
divórciemela V0R03S0 divorciar
divórciemelos V0R03S0 divorciar
divórciemelas V0R03S0 divorciar
divórciemele V0R03S0 divorciar
divórciemeles V0R03S0 divorciar
divórcieselo V0R03S0 divorciar
divórciesela V0R03S0 divorciar
divórcieselos V0R03S0 divorciar
divórcieselas V0R03S0 divorciar
divórciesele V0R03S0 divorciar
divórcieseles V0R03S0 divorciar
divórcienoslo V0R03S0 divorciar
divórcienosla V0R03S0 divorciar
divórcienoslos V0R03S0 divorciar
divórcienoslas V0R03S0 divorciar
divórcienosle V0R03S0 divorciar
divórcienosles V0R03S0 divorciar
divórciesenos V0R03S0 divorciar
divorciemos V0R01P0 divorciar
divorciémoslo V0R01P0 divorciar
divorciémosla V0R01P0 divorciar
divorciémoslos V0R01P0 divorciar
divorciémoslas V0R01P0 divorciar
divorciémosle V0R01P0 divorciar
divorciémosles V0R01P0 divorciar
divorciémonos V0R01P0 divorciar
divorciémosmelo V0R01P0 divorciar
divorciémosmela V0R01P0 divorciar
divorciémosmelos V0R01P0 divorciar
divorciémosmelas V0R01P0 divorciar
divorciémosmele V0R01P0 divorciar
divorciémosmeles V0R01P0 divorciar
divorciémostelo V0R01P0 divorciar
divorciémostela V0R01P0 divorciar
divorciémostelos V0R01P0 divorciar
divorciémostelas V0R01P0 divorciar
divorciémostele V0R01P0 divorciar
divorciémosteles V0R01P0 divorciar
divorciémosselo V0R01P0 divorciar
divorciémossela V0R01P0 divorciar
divorciémosselos V0R01P0 divorciar
divorciémosselas V0R01P0 divorciar
divorciémossele V0R01P0 divorciar
divorciémosseles V0R01P0 divorciar
divorciémonoslo V0R01P0 divorciar
divorciémonosla V0R01P0 divorciar
divorciémonoslos V0R01P0 divorciar
divorciémonoslas V0R01P0 divorciar
divorciémonosle V0R01P0 divorciar
divorciémonosles V0R01P0 divorciar
divorciémossenos V0R01P0 divorciar
divorciad V0R02P0 divorciar
divorciadme V0R02P0 divorciar
divorciadse V0R02P0 divorciar
divorciadlo V0R02P0 divorciar
divorciadla V0R02P0 divorciar
divorciadlos V0R02P0 divorciar
divorciadlas V0R02P0 divorciar
divorciadle V0R02P0 divorciar
divorciadles V0R02P0 divorciar
divorciadnos V0R02P0 divorciar
divorciádmelo V0R02P0 divorciar
divorciádmela V0R02P0 divorciar
divorciádmelos V0R02P0 divorciar
divorciádmelas V0R02P0 divorciar
divorciádmele V0R02P0 divorciar
divorciádmeles V0R02P0 divorciar
divorciádselo V0R02P0 divorciar
divorciádsela V0R02P0 divorciar
divorciádselos V0R02P0 divorciar
divorciádselas V0R02P0 divorciar
divorciádsele V0R02P0 divorciar
divorciádseles V0R02P0 divorciar
divorciádnoslo V0R02P0 divorciar
divorciádnosla V0R02P0 divorciar
divorciádnoslos V0R02P0 divorciar
divorciádnoslas V0R02P0 divorciar
divorciádnosle V0R02P0 divorciar
divorciádnosles V0R02P0 divorciar
divorciádsenos V0R02P0 divorciar
divorcien V0R03P0 divorciar
divórcienme V0R03P0 divorciar
divórciense V0R03P0 divorciar
divórcienlo V0R03P0 divorciar
divórcienla V0R03P0 divorciar
divórcienlos V0R03P0 divorciar
divórcienlas V0R03P0 divorciar
divórcienle V0R03P0 divorciar
divórcienles V0R03P0 divorciar
divórciennos V0R03P0 divorciar
divórcienmelo V0R03P0 divorciar
divórcienmela V0R03P0 divorciar
divórcienmelos V0R03P0 divorciar
divórcienmelas V0R03P0 divorciar
divórcienmele V0R03P0 divorciar
divórcienmeles V0R03P0 divorciar
divórcienselo V0R03P0 divorciar
divórciensela V0R03P0 divorciar
divórcienselos V0R03P0 divorciar
divórcienselas V0R03P0 divorciar
divórciensele V0R03P0 divorciar
divórcienseles V0R03P0 divorciar
divórciennoslo V0R03P0 divorciar
divórciennosla V0R03P0 divorciar
divórciennoslos V0R03P0 divorciar
divórciennoslas V0R03P0 divorciar
divórciennosle V0R03P0 divorciar
divórciennosles V0R03P0 divorciar
divórciensenos V0R03P0 divorciar
divorciar V0N0000 divorciar
divorciarme V0N0000 divorciar
divorciarte V0N0000 divorciar
divorciarse V0N0000 divorciar
divorciarlo V0N0000 divorciar
divorciarla V0N0000 divorciar
divorciarlos V0N0000 divorciar
divorciarlas V0N0000 divorciar
divorciarle V0N0000 divorciar
divorciarles V0N0000 divorciar
divorciarnos V0N0000 divorciar
divorciármelo V0N0000 divorciar
divorciármela V0N0000 divorciar
divorciármelos V0N0000 divorciar
divorciármelas V0N0000 divorciar
divorciármele V0N0000 divorciar
divorciármeles V0N0000 divorciar
divorciártelo V0N0000 divorciar
divorciártela V0N0000 divorciar
divorciártelos V0N0000 divorciar
divorciártelas V0N0000 divorciar
divorciártele V0N0000 divorciar
divorciárteles V0N0000 divorciar
divorciárselo V0N0000 divorciar
divorciársela V0N0000 divorciar
divorciárselos V0N0000 divorciar
divorciárselas V0N0000 divorciar
divorciársele V0N0000 divorciar
divorciárseles V0N0000 divorciar
divorciárnoslo V0N0000 divorciar
divorciárnosla V0N0000 divorciar
divorciárnoslos V0N0000 divorciar
divorciárnoslas V0N0000 divorciar
divorciárnosle V0N0000 divorciar
divorciárnosles V0N0000 divorciar
divorciársenos V0N0000 divorciar
divorciando V0G0000 divorciar
divorciándome V0G0000 divorciar
divorciándote V0G0000 divorciar
divorciándose V0G0000 divorciar
divorciándolo V0G0000 divorciar
divorciándola V0G0000 divorciar
divorciándolos V0G0000 divorciar
divorciándolas V0G0000 divorciar
divorciándole V0G0000 divorciar
divorciándoles V0G0000 divorciar
divorciándonos V0G0000 divorciar
divorciándomelo V0G0000 divorciar
divorciándomela V0G0000 divorciar
divorciándomelos V0G0000 divorciar
divorciándomelas V0G0000 divorciar
divorciándomele V0G0000 divorciar
divorciándomeles V0G0000 divorciar
divorciándotelo V0G0000 divorciar
divorciándotela V0G0000 divorciar
divorciándotelos V0G0000 divorciar
divorciándotelas V0G0000 divorciar
divorciándotele V0G0000 divorciar
divorciándoteles V0G0000 divorciar
divorciándoselo V0G0000 divorciar
divorciándosela V0G0000 divorciar
divorciándoselos V0G0000 divorciar
divorciándoselas V0G0000 divorciar
divorciándosele V0G0000 divorciar
divorciándoseles V0G0000 divorciar
divorciándonoslo V0G0000 divorciar
divorciándonosla V0G0000 divorciar
divorciándonoslos V0G0000 divorciar
divorciándonoslas V0G0000 divorciar
divorciándonosle V0G0000 divorciar
divorciándonosles V0G0000 divorciar
divorciándosenos V0G0000 divorciar
divorciado V0P00SM divorciar
divorciada V0P00SF divorciar
divorciados V0P00PM divorciar
divorciadas V0P00PF divorciar
divulgo V0IP1S0 divulgar
divulgas V0IP2S0 divulgar
divulga V0IP3S0 divulgar
divulgamos V0IP1P0 divulgar
divulgáis V0IP2P0 divulgar
divulgan V0IP3P0 divulgar
divulgaba V0II1S0 divulgar
divulgabas V0II2S0 divulgar
divulgaba V0II3S0 divulgar
divulgábamos V0II1P0 divulgar
